0.013847619	0.10815854	0.028573593	-0.063168675	-0.135081	-0.018301317	-0.033064917	-0.29193017	0.15372154	-0.007572209	0.009713156	0.026326282	0.05031043	-0.040347196	0.07079141	-0.08104847
0.07834764	0.14911588	-0.026805382	-0.20042339	-0.30489257	0.12927999	-0.24599724	-0.17680348	0.2956412	0.17559476	0.17929968	0.08870493	-0.10612431	-0.07265061	0.12846357	-0.19597225
0.15081577	0.30292234	-0.11594811	-0.34937838	-0.47079468	0.2367102	-0.37994155	-0.17623714	0.5112979	0.23191343	0.26180014	0.18527657	-0.15248565	-0.13361393	0.21731396	-0.41333678
-0.40966067	-0.9487022	0.29469904	0.9697795	1.3572379	-0.7135615	1.1709301	0.49065214	-1.4812437	-0.8390437	-0.78644615	-0.6347557	0.4928983	0.597952	-0.6919657	1.189665
0.0054432624	-0.06829244	0.04295057	0.052415457	0.023341866	0.019657377	0.0094390595	0.108830504	-0.082787216	0.015431329	-0.022310503	-0.011099146	-0.016368624	0.086649515	0.027802467	0.009399285
0.11944151	0.0662123	-0.10435234	-0.052732706	-0.07615255	0.13836576	-0.08266739	0.0855699	0.039668668	0.09617679	0.061820414	0.16313589	-0.10500244	-0.07831875	0.12531142	-0.11572873
-0.5914746	-0.889179	0.47398558	0.87659407	1.0913134	-0.7155612	1.0536791	-0.00466389	-1.1438984	-0.8680686	-0.74874157	-0.7427253	0.63601357	0.69960356	-0.73352134	1.01149
-0.009524434	0.014567047	-0.059143808	-0.07681522	-0.060514197	0.03649019	-0.10331221	0.12587015	0.08931918	0.081659555	0.098228626	0.08436969	-0.057725247	-0.022374807	-0.0058475505	-0.00622526
-0.39799258	-0.6806798	0.32177615	0.6798769	0.9323113	-0.567006	0.81693786	0.15818867	-0.9964004	-0.6039152	-0.66761106	-0.50818974	0.39702436	0.49105492	-0.494755	0.7659153
-0.02349028	0.018142205	0.03926571	-0.029314423	-0.031991236	0.0044513782	-0.0357119	-0.13033997	0.021751886	0.042180892	0.029245289	-0.014855456	0.015286673	0.0065907487	-0.011091831	-0.089680575
-0.6260291	-0.9063908	0.5306429	0.8336693	1.1167767	-0.8524592	1.0484964	0.058518022	-1.2173955	-0.8776877	-0.86815274	-0.7473054	0.6333451	0.6806458	-0.77071786	1.0854878
0.052574284	0.18486905	-0.07669711	-0.18251646	-0.21338397	0.22481677	-0.25015044	-0.0061718756	0.325254	0.15921131	0.1884613	0.1268309	-0.15272178	-0.14148521	0.16001698	-0.25336644
-0.35988915	-0.58805525	0.33302388	0.5085568	0.7387303	-0.5302873	0.627423	-0.025114318	-0.79346865	-0.5250996	-0.4945682	-0.39638358	0.33874863	0.35073462	-0.48168278	0.61468357
0.39798334	0.62136406	-0.36237985	-0.70228565	-0.88411945	0.6112294	-0.8084553	-0.034010917	0.9611646	0.629756	0.66773057	0.4645754	-0.4481537	-0.46293586	0.5495275	-0.79295033
0.00769608	-0.015033559	0.056593694	-0.033089317	0.022032	-0.043543372	0.04987377	-0.034002125	0.006699486	0.019011647	-0.044224754	-0.051478345	0.009350184	0.037570335	-0.06618561	0.06880024
-0.09509678	-0.058818687	0.08928398	0.018427169	0.029064465	-0.09980604	0.050407186	-0.06857206	0.0065144245	-0.06361905	-0.0015184858	-0.0140686985	0.080924675	0.07441301	-0.04896867	0.06071543
0.13973151	0.20348999	-0.28022623	-0.2301255	-0.20651151	0.28460824	-0.2195346	0.23450662	0.14306277	0.22979373	0.17573303	0.18800645	-0.17403728	-0.22920345	0.18460059	-0.14375104
0.0009868585	-0.10757347	-0.013554093	0.17725883	0.25148958	-0.08526049	0.20585601	0.21006143	-0.3499699	-0.16084643	-0.12697004	0.004911616	-0.029968936	0.06879903	-0.07938971	0.17010301
0.0027066248	0.064450264	0.017317329	-0.057500303	-0.19662154	0.042034842	-0.1771561	-0.27292213	0.23117329	0.06472636	0.11573375	0.008592244	0.04588531	0.013648309	0.035695963	-0.16456822
-0.45098796	-0.5838435	0.45265198	0.56962645	0.7020633	-0.61461455	0.6382427	-0.20486666	-0.71850634	-0.5530704	-0.53300697	-0.56473136	0.47913918	0.48764125	-0.5449223	0.5916323
-0.27065924	-0.25552195	0.32144845	0.23449652	0.20548615	-0.3142799	0.28045163	-0.31100205	-0.26696163	-0.31089896	-0.26959467	-0.24886544	0.28216577	0.27358407	-0.3091145	0.2691611
0.007239039	0.072592445	-0.12345211	-0.14035273	-0.14589219	0.062230274	-0.12428796	0.15486698	0.13972461	0.12434818	0.11382417	0.07347495	-0.13860399	0.0056441044	0.032230288	-0.12393647
0.08310384	0.1599929	-0.016415225	-0.16083506	-0.17093791	0.1574823	-0.13243973	-0.050518885	0.22562076	0.13087739	0.1417974	0.073727675	-0.09399411	-0.0869152	0.074867584	-0.10626559
-0.021324806	0.11456895	0.0017177763	-0.13696414	-0.22963297	0.10715208	-0.14476751	-0.15297176	0.22730443	0.039628953	0.13295186	0.067838274	-0.0302255	-0.05037689	0.025638824	-0.1598631
-0.10807794	-0.039352648	0.054656003	0.0020229374	0.10515718	-0.024659373	0.0064747487	0.011545975	-0.08208818	-0.049674287	-0.051897205	-0.11543994	0.082833946	0.020009676	-0.074921116	0.10167157
-0.5525333	-0.8540228	0.5703085	0.7927323	0.8959505	-0.7881449	0.84313494	-0.26734877	-0.9011899	-0.6967508	-0.7247831	-0.64682543	0.5950538	0.6643413	-0.63892627	0.85851496
-0.10052741	-0.090195835	0.068169415	-0.008524472	0.015011441	-0.06837767	0.078238904	-0.10626545	0.003126575	-0.07383243	-0.087629065	-0.06501198	0.08510581	0.080334336	-0.10653247	0.025276227
0.2810635	0.260786	-0.27480718	-0.1795276	-0.24496654	0.21926355	-0.21668606	-0.017255427	0.2654842	0.23715319	0.19872537	0.2328829	-0.20189975	-0.28276044	0.22092846	-0.29216138
0.2912825	0.36498886	-0.3186304	-0.28488925	-0.27863723	0.2852153	-0.3471639	0.21258026	0.34437203	0.24786852	0.27862158	0.2777457	-0.3232372	-0.2709428	0.26056176	-0.3378348
-0.36441308	-0.6473801	0.44875804	0.7282538	0.7583213	-0.6700175	0.7835647	-0.26356107	-0.82225394	-0.5741268	-0.5872782	-0.46735704	0.51517946	0.41843617	-0.48558396	0.67732424
-0.6956773	-1.0386137	0.7960558	0.886833	1.0324069	-0.99354714	1.0663736	-0.43710488	-1.1159247	-0.9485205	-0.90502036	-0.7759842	0.87044704	0.82513726	-0.864854	0.98560774
-0.15973145	-0.30499402	0.12810181	0.3530369	0.32642272	-0.20853773	0.28140315	-0.15694815	-0.39729515	-0.22384271	-0.22933903	-0.19214061	0.2550579	0.19016932	-0.21354556	0.26449397
-0.5504459	-0.63742906	0.6245758	0.6192579	0.60160613	-0.6997556	0.6424929	-0.48484325	-0.6958455	-0.5948894	-0.63048786	-0.5896242	0.6395845	0.5601387	-0.64911586	0.59986526
0.20504549	0.18547072	-0.1304913	-0.14791271	-0.20054987	0.2153209	-0.215487	0.006224409	0.28665763	0.23502871	0.22590703	0.19042799	-0.19711919	-0.1515344	0.23848835	-0.23424636
0.2549231	0.3512181	-0.28290352	-0.33277828	-0.4570178	0.33313176	-0.4139722	0.11486329	0.45751223	0.27507788	0.3669943	0.28703687	-0.3284189	-0.24331655	0.2569349	-0.40509436
-0.08468482	-0.15449326	0.055815835	0.14611724	0.17876993	-0.16118082	0.18628138	-0.16843957	-0.18127103	-0.106723614	-0.11173998	-0.026286336	0.09992371	-0.0017341254	-0.084840685	0.14133361
